weather_date,storm_day_before,rain_intensity,max_temp_day,max_rain_day,heat_intensity,average_temp_day,average_rain_day
2021-12-02,1,no_rain,22.9,0.0,mild,21.62,0.0
2020-12-02,1,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2018-11-02,1,no_rain,22.1,0.0,mild,20.25,0.0
2019-10-02,1,no_rain,25.6,0.0,mild,21.36,0.0
2018-10-02,1,weak,26.3,1.4,mild,22.02,0.08
2017-10-02,1,no_rain,25.7,1.0,mild,21.66,0.08
2019-09-19,1,moderate,19.6,5.8,cold,17.53,1.27
2017-09-19,1,no_rain,23.0,0.0,mild,20.75,0.0
2021-08-19,1,no_rain,27.4,0.0,warm,20.62,0.0
2019-08-19,1,moderate,16.9,2.6,cold,13.35,0.15
2021-07-19,1,no_rain,18.5,0.0,cold,13.77,0.0
2019-07-19,1,no_rain,20.5,0.2,cold,17.08,0.01
2018-07-19,1,no_rain,26.6,0.0,mild,18.5,0.0
2017-07-19,1,no_rain,17.0,0.2,cold,8.94,0.01
2019-06-19,1,no_rain,26.4,0.0,mild,20.16,0.0
2018-06-19,1,no_rain,20.0,0.4,cold,16.78,0.05
2017-06-19,1,weak,19.0,1.6,cold,15.58,0.4
2021-05-19,1,no_rain,20.4,0.0,cold,16.82,0.0
2017-05-19,1,moderate,20.5,8.4,cold,19.03,2.25
2021-04-19,1,weak,24.7,2.0,mild,21.5,0.23
2018-04-19,1,no_rain,28.2,0.2,warm,20.98,0.01
2017-04-19,1,moderate,24.6,5.4,mild,20.5,0.39
2019-03-19,1,no_rain,29.4,0.4,warm,24.53,0.03
2018-03-19,1,no_rain,33.9,0.0,heavy_warm,26.75,0.0
2019-02-19,1,heavy,31.7,17.0,warm,24.75,0.72
2018-02-19,1,moderate,26.6,3.6,mild,23.63,0.27
2021-11-19,1,no_rain,22.2,0.0,mild,20.45,0.0
2019-11-19,1,no_rain,26.5,0.0,mild,21.23,0.0
2018-11-19,1,no_rain,24.5,0.0,mild,20.55,0.0
2021-10-19,1,no_rain,21.7,0.2,cold,18.57,0.01
2019-10-19,1,no_rain,22.7,0.0,mild,21.28,0.0
2018-10-19,1,no_rain,26.2,0.0,mild,21.55,0.0
2017-10-19,1,no_rain,26.5,0.0,mild,23.48,0.0
2016-10-19,1,moderate,23.4,8.0,mild,21.34,0.5
2016-09-19,1,no_rain,20.3,0.2,cold,18.06,0.01
2016-08-19,1,heavy,16.2,11.6,cold,14.25,1.15
2016-07-19,1,no_rain,16.4,0.0,cold,11.61,0.0
2021-03-19,1,no_rain,27.1,0.0,warm,24.45,0.0
2021-02-19,1,no_rain,30.7,0.0,warm,25.18,0.0
2019-09-18,1,moderate,19.5,6.0,cold,18.79,0.93
2017-09-18,1,no_rain,23.1,0.0,mild,20.36,0.0
2021-08-18,1,no_rain,24.0,0.0,mild,19.04,0.0
2018-08-18,1,no_rain,19.1,0.2,cold,15.85,0.01
2017-08-18,1,no_rain,22.5,0.2,mild,16.74,0.01
2019-07-18,1,no_rain,17.5,1.0,cold,14.09,0.16
2018-07-18,1,no_rain,26.1,0.0,mild,19.98,0.0
2017-07-18,1,weak,14.6,2.0,heavy_cold,9.02,0.3
2021-06-18,1,no_rain,17.0,0.0,cold,14.45,0.0
2019-06-18,1,no_rain,25.0,0.2,mild,19.89,0.01
2018-06-18,1,no_rain,20.3,0.2,cold,16.19,0.01
2017-06-18,1,no_rain,27.8,0.2,warm,19.47,0.02
2021-05-18,1,no_rain,21.1,0.2,cold,17.38,0.01
2018-05-18,1,moderate,24.3,6.4,mild,19.79,0.35
2017-05-18,1,moderate,22.1,3.2,mild,19.09,0.3
2019-04-18,1,no_rain,28.1,0.2,warm,20.95,0.01
2018-04-18,1,no_rain,26.5,0.8,mild,20.87,0.04
2017-04-18,1,moderate,23.3,4.2,mild,20.32,0.44
2019-03-18,1,moderate,29.4,9.8,warm,24.59,0.52
2019-02-18,1,moderate,30.1,6.8,warm,24.72,0.75
2021-11-18,1,heavy,20.7,10.2,cold,19.68,2.87
2020-11-18,1,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2019-11-18,1,no_rain,25.9,0.0,mild,20.58,0.0
2016-11-18,1,heavy,24.4,12.0,mild,19.53,0.51
2020-10-18,1,no_rain,24.4,0.0,mild,20.2,0.0
2019-10-18,1,moderate,30.9,3.8,warm,23.82,0.52
2018-10-18,1,weak,25.7,2.2,mild,22.55,0.2
2017-10-18,1,no_rain,28.3,0.0,warm,22.77,0.0
2016-10-18,1,moderate,29.3,2.8,warm,22.83,0.21
2020-09-18,1,no_rain,28.2,0.0,warm,20.8,0.0
2016-09-18,1,weak,21.5,1.8,cold,19.82,0.15
2016-08-18,1,no_rain,18.4,0.6,cold,16.21,0.06
2016-07-18,1,no_rain,17.0,0.0,cold,9.26,0.0
2021-03-18,1,no_rain,27.1,0.0,warm,25.8,0.0
2022-02-18,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-18,1,no_rain,30.1,0.0,warm,25.06,0.0
2021-09-17,1,weak,17.3,1.2,cold,15.64,0.6
2019-09-17,1,no_rain,23.9,0.2,mild,20.54,0.01
2021-08-17,1,no_rain,22.3,0.2,mild,18.42,0.01
2018-08-17,1,no_rain,19.9,0.6,cold,16.69,0.02
2017-08-17,1,no_rain,21.8,0.2,cold,16.32,0.01
2019-07-17,1,no_rain,17.1,0.2,cold,11.24,0.01
2018-07-17,1,no_rain,23.7,0.0,mild,20.22,0.0
2017-07-17,1,moderate,17.2,3.2,cold,14.83,0.32
2021-06-17,1,no_rain,16.5,0.6,cold,14.31,0.02
2019-06-17,1,no_rain,24.2,0.0,mild,20.8,0.0
2017-06-17,1,no_rain,24.9,0.0,mild,19.0,0.0
2021-05-17,1,no_rain,24.1,0.0,mild,19.83,0.0
2019-05-17,1,weak,23.9,1.2,mild,19.3,0.05
2018-05-17,1,no_rain,22.7,0.0,mild,19.05,0.0
2017-05-17,1,no_rain,23.5,0.2,mild,17.64,0.01
2019-04-17,1,no_rain,27.5,0.0,warm,21.81,0.0
2018-04-17,1,weak,24.3,1.8,mild,20.33,0.15
2017-04-17,1,no_rain,23.6,0.0,mild,21.13,0.0
2017-03-17,1,no_rain,24.2,0.0,mild,22.83,0.0
2017-02-17,1,no_rain,30.6,0.0,warm,25.99,0.0
2021-12-17,1,no_rain,27.7,0.2,warm,25.17,0.02
2021-11-17,1,no_rain,26.2,0.0,mild,22.97,0.0
2017-11-17,1,moderate,26.8,9.0,mild,22.11,0.67
2016-11-17,1,heavy,25.8,10.8,mild,22.11,0.45
2019-10-17,1,no_rain,24.5,0.8,mild,21.89,0.11
2018-10-17,1,weak,23.6,1.4,mild,21.39,0.22
2017-10-17,1,no_rain,24.9,0.0,mild,20.16,0.0
2016-10-17,1,weak,30.2,2.4,warm,23.58,0.29
2020-09-17,1,moderate,20.7,3.2,cold,19.11,0.38
2016-09-17,1,no_rain,23.3,0.2,mild,18.97,0.02
2016-08-17,1,heavy,27.3,14.6,warm,17.75,0.69
2022-02-17,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-17,1,no_rain,29.0,0.0,warm,24.35,0.0
2021-09-16,1,no_rain,18.1,0.0,cold,16.66,0.0
2019-09-16,1,no_rain,25.3,0.2,mild,21.1,0.02
2021-08-16,1,no_rain,20.3,0.4,cold,18.04,0.03
2017-08-16,1,no_rain,22.4,0.0,mild,17.98,0.0
2021-07-16,1,no_rain,18.7,0.6,cold,17.36,0.03
2019-07-16,1,no_rain,18.9,0.2,cold,14.35,0.01
2021-06-16,1,no_rain,18.3,0.0,cold,16.08,0.0
2017-06-16,1,no_rain,23.1,0.0,mild,18.28,0.0
2019-05-16,1,moderate,23.3,6.0,mild,19.86,0.39
2018-05-16,1,no_rain,24.5,1.0,mild,20.78,0.04
2017-05-16,1,no_rain,23.6,0.2,mild,17.45,0.01
2021-04-16,1,no_rain,26.1,0.2,mild,22.42,0.01
2019-04-16,1,weak,26.6,1.8,mild,22.83,0.08
2018-04-16,1,no_rain,24.8,1.0,mild,21.11,0.1
2020-03-16,1,moderate,30.1,2.6,warm,24.92,0.12
2018-03-16,1,no_rain,27.0,0.0,mild,23.33,0.0
2017-03-16,1,weak,28.7,1.2,warm,24.99,0.11
2018-02-16,1,no_rain,26.3,0.0,mild,22.08,0.0
2017-02-16,1,no_rain,31.1,0.0,warm,26.69,0.0
2021-12-16,1,no_rain,28.0,0.2,warm,25.19,0.05
2020-12-16,1,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2016-12-16,1,weak,22.7,1.4,mild,19.41,0.11
2021-11-16,1,no_rain,26.1,0.6,mild,22.92,0.05
2018-11-16,1,no_rain,28.3,0.0,warm,23.17,0.0
2017-11-16,1,no_rain,33.6,0.2,heavy_warm,25.36,0.01
2016-11-16,1,heavy,26.5,22.2,mild,21.89,1.73
2020-10-16,1,no_rain,25.2,0.0,mild,19.64,0.0
2019-10-16,1,weak,21.5,1.2,cold,18.8,0.18
2018-10-16,1,no_rain,21.2,1.0,cold,19.34,0.18
2017-10-16,1,no_rain,22.4,0.0,mild,19.51,0.0
2020-09-16,1,no_rain,22.1,0.0,mild,17.63,0.0
2016-09-16,1,no_rain,21.0,0.0,cold,16.47,0.0
2016-08-16,1,no_rain,26.8,0.0,mild,18.59,0.0
2018-07-16,1,no_rain,26.7,0.2,mild,19.75,0.01
2021-03-16,1,no_rain,29.2,0.0,warm,26.22,0.0
2022-02-16,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-09-15,1,no_rain,20.7,0.0,cold,18.55,0.0
2017-09-15,1,no_rain,27.8,0.0,warm,21.68,0.0
2018-08-15,1,no_rain,20.6,0.0,cold,15.21,0.0
2017-08-15,1,no_rain,18.6,0.2,cold,15.87,0.01
2021-07-15,1,weak,20.6,1.2,cold,19.05,0.08
2019-07-15,1,weak,17.1,1.8,cold,15.68,0.6
2018-06-15,1,weak,13.3,1.2,heavy_cold,12.02,0.14
2017-06-15,1,no_rain,23.5,0.0,mild,18.43,0.0
2019-05-15,1,no_rain,22.5,0.6,mild,19.22,0.06
2018-05-15,1,weak,26.8,1.6,mild,20.69,0.09
2017-05-15,1,no_rain,24.9,0.2,mild,17.7,0.01
2021-04-15,1,no_rain,26.9,0.0,mild,22.52,0.0
2019-04-15,1,no_rain,30.7,0.0,warm,25.0,0.0
2019-03-15,1,weak,27.3,2.2,warm,24.63,0.11
2018-03-15,1,no_rain,28.5,0.2,warm,24.42,0.01
2017-03-15,1,weak,25.8,2.0,mild,22.84,0.22
2019-02-15,1,moderate,22.7,8.2,mild,20.61,1.13
2018-02-15,1,no_rain,24.3,0.8,mild,20.72,0.11
2017-02-15,1,no_rain,30.8,0.2,warm,26.92,0.01
2021-12-15,1,no_rain,29.0,0.6,warm,24.67,0.34
2017-12-15,1,weak,28.7,1.8,warm,24.48,0.13
2016-12-15,1,no_rain,23.4,0.0,mild,20.66,0.0
2018-11-15,1,no_rain,27.3,0.0,warm,23.72,0.0
2020-10-15,1,no_rain,23.8,0.0,mild,20.1,0.0
2020-09-15,1,no_rain,17.4,0.0,cold,15.6,0.0
2016-09-15,1,no_rain,23.4,0.0,mild,15.45,0.0
2016-08-15,1,moderate,20.2,5.2,cold,16.38,0.41
2016-07-15,1,weak,22.8,1.6,mild,18.84,0.14
2022-02-15,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-09-14,1,moderate,22.5,4.8,mild,21.28,0.68
2017-09-14,1,moderate,25.8,2.6,mild,22.02,0.11
2019-08-14,1,no_rain,18.0,0.0,cold,12.44,0.0
2018-08-14,1,no_rain,23.7,0.0,mild,16.12,0.0
2017-08-14,1,no_rain,22.6,0.2,mild,18.82,0.02
2021-07-14,1,no_rain,25.4,0.0,mild,20.07,0.0
2017-07-14,1,no_rain,23.2,0.0,mild,18.66,0.0
2021-06-14,1,no_rain,22.3,0.0,mild,15.78,0.0
2019-06-14,1,no_rain,28.9,0.2,warm,20.52,0.01
